Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Please select the most relevant choice.,Please select the option that best applies to you.,What musical instrument(s) do you play?,How long have you been playing?,HowLongPlayingFormatted,How many hours per day do you currently play your instrument(s)?,HoursPerDayFormatted,How many hours per day or per week do you currently play your instrument(s)? (Please specify per day,What are your major musical genres? - Selected Choice,What are your major musical genres? - Other - Text,When did you initiate your career in conducting and how?,Please state your music experience in the levels of music training given below. - High school - Music experience,Please state your music experience in the levels of music training given below. - Some college - Music experience,Please state your music experience in the levels of music training given below. - Associate’s degree - Music experience,Please state your music experience in the levels of music training given below. - Bachelor’s degree - Music experience,Please state your music experience in the levels of music training given below. - Master's degree - Music experience,Please state your music experience in the levels of music training given below. - PhD or professional degree - Music experience,"If applicable, what other types of musical training did you receive?","Have you completed any music examinations, juries, or received awards?","When, where, and which ones? (Referring to music examinations, juries, awards)",What are the most enjoyable aspects of your musical life?,What are some of your most vivid music-related memories?,"Do you have memories that also include specific musical moments (performing, listening, etc.)?",Can a piece of music take you to a different place and time?,Please share some examples of music making taking you to a different place and time.,With whom do you play music?,Are there any musicians in your family or amongst your friends?,How has your family's/friend's musicianship impacted you?,How has COVID-19 affected your ability to be a musician?,Which of the following performance and rehearsal options are currently available to you?,PRIVLESSONSPre,PRIVLESSONSDuring,COURSEWORKPre,COURSEWORKDuring,WARMUPPre,WARMUPDuring,FORMALTRAININGPre,FORMALTRAININGDuring,PERFORMANCEPre,PERFORMANCEDuring,REHEARSALPre,REHEARSALDuring,In what way has COVID-19 affected your income from music?,In what way has COVID-19 affected available rehearsal/practice space for you?,In what way has COVID-19 affected your motivation to play?,Please share any additional information on how COVID-19 has affected your ability to be a musician?,"Please list all of the countries where you have lived and the length of time, including your birthplace.",Please list the first language(s) of your parent(s)/guardian(s).,Where did your parent(s)/guardian(s) grow up?,What languages(s) does your family use with you (distinguish context if different for each language)?,"What exposure have you had to your first language, second language, ... n-th language in your family?","What exposure have you had to your first language, second language, ... n-th language in your community?","What exposure have you had to your first language, second language, ... n-th language in your study/living abroad?",In which countries do you have relatives and friends whom you visit frequently?,How has COVID-19 affected your ability to interact as a bi/multilingual and use languages?,In what way has COVID-19 affected your accessibility to persons in your bi- and multilingual communities?,In what way has COVID-19 affected travel for you?,In what ways has COVID-19 impacted your interactions with others in general?,In what ways has COVID-19 impacted your income?,In what ways has COVID-19 impacted your course delivery of language courses?,Please share any comments about language learning and/or teaching during COVID-19 if you are a student or teacher.,HIGHSCHOOLLANGSTUDIED,HIGHSCHOOLSEMESTERS,HIGHSCHOOLINSTRUCTION,SOMECOLLEGELANGSTUDIED,SOMECOLLEGESEMESTERS,SOMECOLLEGEINSTRUCTION,ASSOCIATESLANGSTUDIED,ASSOCIATESSEMESTERS,ASSOCIATESINSTRUCTION,BACHELORSLANGSTUDIED,BACHELORSSEMESTERS,BACHELORSINSTRUCTION,MASTERSLANGSTUDIED,MASTERSSEMESTERS,MASTERSINSTRUCTION,PHDLANGSTUDIED,PHDSEMESTERS,PHDINSTRUCTION,"Have you taken the SAT-II, IB, AP, Oral Proficiency, TOEFL, or other standardized tests of a language? If so, please list the test and your scores.",Why did you decide to learn your second language?,"Do you have ADHD /ADD or any other learning disorders or cognitive impairment? If yes, please explain.","Do you have any history of hearing or visual problems?  If yes, please explain.",FIRSTPROFICIENCY,FIRSTAGE,FIRSTOFTENREAD,FIRSTOFTENWRITE,FIRSTOFTENSPEAK,FIRSTOFTENLISTEN,SECONDPROFICIENCY,SECONDAGE,SECONDOFTENREAD,SECONDOFTENWRITE,SECONDOFTENSPEAK,SECONDOFTENLISTEN,THIRDPROFIENCY,THIRDAGE,THIRDOFTENREAD,THIRDOFTENWRITE,THIRDOFTENSPEAK,THIRDOFTENLISTEN,FOURTHPROFICIENCY,FOURTHAGE,FOURTHOFTENREAD,FOURTHOFTENWRITE,FOURTHOFTENSPEAK,FOURTHOFTENLISTEN,Age,Gender
9/24/20 17:47,9/24/20 17:48,IP Address,50.52.186.164,56,73,False,"I am a bilingual who uses 2 languages every day, OR I am a multilingual who uses 3 or more languages every day.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/20 14:37,9/24/20 18:02,IP Address,99.203.84.198,85,12297,False,"I am a bilingual who uses 2 languages every day, OR I am a multilingual who uses 3 or more languages every day.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USA 10 yrs (born)
Syria 1 ur
UAE 8 yrs",Arabic,Syria ,Arabic,Fluent,Rare here in the US,N/A,Used to see family in Syria each summer,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Haven’t taken languages are Duke yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/20 21:55,9/24/20 21:58,IP Address,152.3.43.43,85,172,False,"I am a bilingual who uses 2 languages every day, OR I am a multilingual who uses 3 or more languages every day.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States, 19 years",Spanish,Cuba,Spanish,"Native Spanish speaker, speak at home & on the phone with them in spanish, watch TV with them in spanish","Miami, very hispanic, they speak spanish everywhere at all the places","Duke community, not much exposure, only with another friend who is also Cuban but that’s pretty much it",Cuba,Not at all,Neutral,Negative,Negative,Neutral,,No comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/20 23:30,9/24/20 23:38,IP Address,73.115.195.170,85,506,False,"I am a bilingual who uses 2 languages every day, OR I am a multilingual who uses 3 or more languages every day.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States - birthplace,"Spanish first language, parents language ",El Salvador,All Spanish ,"First language Spanish exposure was though my parents, uncles/aunts, and grandma 

Second language English through my brother and little sister

Second language English was primarily tho","First language Spanish exposure was in church and in the house, also many of our close family friends 

English was primarily through school ","First Spanish through the multicultural groups at Duke

English exposure is just everywhere ",El Salvador but its once every six years,My English and Spanish hasn't gotten better or worse ,Positive,Negative,Positive,Negative,Negative,"Social cues are different online, I think I'm getting used to it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/20 12:09,9/25/20 12:10,IP Address,172.58.157.159,56,53,False,"I am a bilingual who uses 2 languages every day, OR I am a multilingual who uses 3 or more languages every day.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/20 12:22,9/25/20 12:23,IP Address,189.46.207.191,56,30,False,"I am a bilingual who uses 2 languages every day, OR I am a multilingual who uses 3 or more languages every day.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/20 12:23,9/25/20 12:24,IP Address,152.3.43.43,56,22,False,"I am a bilingual who uses 2 languages every day, OR I am a multilingual who uses 3 or more languages every day.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/20 12:34,9/25/20 12:35,IP Address,76.18.128.176,56,60,False,"I am a bilingual who uses 2 languages every day, OR I am a multilingual who uses 3 or more languages every day.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/20 13:09,9/25/20 13:10,IP Address,187.26.162.51,56,34,False,"I am a bilingual who uses 2 languages every day, OR I am a multilingual who uses 3 or more languages every day.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/20 13:37,9/25/20 13:37,IP Address,189.18.145.12,56,10,False,"I am a bilingual who uses 2 languages every day, OR I am a multilingual who uses 3 or more languages every day.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/20 15:14,9/25/20 15:18,IP Address,152.3.43.49,85,202,False,"I am a bilingual who uses 2 languages every day, OR I am a multilingual who uses 3 or more languages every day.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United states 18 years,Spanish,Venezuela,English and Spanish,Learned spanish through my family,Learned english in school/outside of family,N/a,N/a,I speak less spanish because I interact with less people than normal,Neutral,Negative,Negative,,,N/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/20 20:52,9/25/20 20:52,IP Address,177.62.173.153,56,35,False,"I am a bilingual who uses 2 languages every day, OR I am a multilingual who uses 3 or more languages every day.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/20 18:15,9/26/20 18:15,IP Address,99.101.230.255,56,15,False,"I am a bilingual who uses 2 languages every day, OR I am a multilingual who uses 3 or more languages every day.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/20 20:41,9/26/20 20:42,IP Address,71.69.187.113,56,26,False,"I am a bilingual who uses 2 languages every day, OR I am a multilingual who uses 3 or more languages every day.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/20 23:09,9/26/20 23:09,IP Address,218.212.239.15,56,33,False,"I am a bilingual who uses 2 languages every day, OR I am a multilingual who uses 3 or more languages every day.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/27/20 0:39,9/27/20 0:41,IP Address,152.3.43.40,56,106,False,"I am a bilingual who uses 2 languages every day, OR I am a multilingual who uses 3 or more languages every day.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/27/20 15:51,9/27/20 15:56,IP Address,107.77.202.150,94,287,False,"I am a bilingual who uses 2 languages every day, OR I am a multilingual who uses 3 or more languages every day.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USA, 20 years",Gujarati,India,"English, Gujarati ","Gujarati and English are primary languages spoken at home, Hindi and Urdu are used in music and movie contexts, Spanish is used for practice","English for everything in my community, Spanish as a school elective",Mostly everywhere uses english,India,It hasn’t ,Neutral,Negative,Negative,Negative,,Immersion is amazing for learning when the basic foundations are solid,Spanish,5,"Spanish, english",,,,,,,,,,,,,,,,No,To communicate with extended family,,I wear glasses,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/20 7:29,10/1/20 7:30,IP Address,58.96.198.244,56,91,False,"I am a bilingual who uses 2 languages every day, OR I am a multilingual who uses 3 or more languages every day.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/20 13:59,10/1/20 14:00,IP Address,152.3.43.43,56,62,False,"I am a bilingual who uses 2 languages every day, OR I am a multilingual who uses 3 or more languages every day.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/20 7:53,10/9/20 8:22,IP Address,99.29.115.50,100,1766,True,"I am a professional musician, I am a student majoring or minoring in music, I play a musical instrument or sing every day for at least 2 hours per day, OR I am a faculty member teaching music.",Instructor/Faculty,"Voice, piano, guitar, dulcimer",58 years for voice and piano,58,"voice 1, piano 2",1.5,,"Classical,Folk,Other",Musical Theater,,"4 years voice lessons, 1 year piano (8 total), choirs, solos",,,"BM Music at Duke, voice, piano, choirs, solos, opera workshop, folk performances, song leading","MM vocal pedagogy, opera performances, solo recitals, accompanied voice students","DMA Vocal Performance, 4 professional recitals, dissertation, etc., plus teaching at UNC","Baroque Performance Institute, Master Class performances, private coaching",Yes,all degrees had exams; DMA received Hayes Fellowship at UNCG and PEO Scholar Award; MM 1st at NATS and graduate assistantship; BA at Duke magna cum laude; Durham Arts Council Emerging Artist award,singing in top-level choirs; soloing with an orchestra; seeing my students understand important concepts in singing; getting obsessed with one composition and playing it over and over; Bach,"Soloing in Messiah in 9th grade and Vivaldi Gloria in 12th grade (with orchestras); being asked to do Duke Chapel Messiah solos with 4 hours notice; singing with Philharmonia Choir, BBC orchestra, and the choir of Kings College Cambridge (in that location); doing the role of Mother in Ahmahl; singing/soloing in Bach cantatas; Glagolitic Mass; Brahms requiem; soloing in Amadeus live with NC Symphony; etc etc","growing up going to the Friends of the College concert series at NC State, hearing Yehudi Menuin, Emmanuel Ax, Joan Sutherland, Ravi Shankar, Richard Tucker, too many to name!!",Yes,"4th grade, long concert ahead and I'm a restless tomboy, but I found if I blurred my mental focus, the music would take me to a different sphere.  Fast forward to single mom with 5 kids, if I'm playing the piano and suddenly am aware that there is a foreign being invading my space (a kid at my elbow) I scream before I realize it's my child!","all my students, piano duos with a friend, whomever hires me",Yes,Those are my deepest social connections,Negative,"In-person and live,Virtual (live),Virtual (pre-recorded)",31,26.5,,,1.75,1.75,,,,,,,Neutral,Negative,Neutral,"Zoom lessons are exhausting, so I had to change my schedule to blocks of 3 hours or less.  I had to drop summer group classes at home.  My studios have had to have juries and recitals as pre-recorded PowerPoints shared on Zoom.  Auditions are pre-recorded and shared on Youtube.  My college and high school seniors gave somewhat lame recorded senior recitals, or canceled all together; some did not proceed to college so still are studying with me.  I was a board member for NATS Mid-Atlantic Region with a large audition event scheduled for Mar 13-14 which we MOVED ONLINE in an emergency zoom meeting on March 9.  I am thankful to continue to get voice students in spite of doing online lessons, but it is a different mode of teaching with, of necessity, different expectations and different outcomes. I did notice that many of my Duke voice students had healthier voices as the result of the quarantine; they were getting more rest and not singing in long a cappella sessions or music theater rehearsals.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,f
10/9/20 8:37,10/9/20 8:58,IP Address,152.13.236.117,100,1242,True,"I am a professional musician, I am a student majoring or minoring in music, I play a musical instrument or sing every day for at least 2 hours per day, OR I am a faculty member teaching music.",Vocalist,I am majoring in vocal performance and I took piano lessons for 14.5 years.,I have have take voice lessons for 2 years.,14.5,I currently rehearse between 1-3 hours / day.,2,,Classical,,,yes,current,,,,,N/a,Yes,"Superior Rating at NC Music Teachers’ Association (Senior Piano Division) - February 2019                                   
Superior Rating at Young Artist Piano Auditions (Junior Piano Division)  - March 2009, 2010, 2011, 2012
1st Place at NC Classical NATS in the Upper High School Division	- February 2019			      

               
","- being able to sing in a group
- performing","UNCG Summer Music Camp, church choir conferences, Voice NATS, auditions, singing with Choral Society of Durham",yes - both performing and specific moments from attending performances,Yes,"one example: whenever I listen to Mozart's Requiem, if I close my eyes I imagine myself reunited with my deceased loves ones","Currently, I sing under Dr. Ott (UNCG) in Chorale.",Yes,"Before my father retired, he was the organist and choir director of our church since age 13.  Both he and my mother have always been involved in music and music competitions all throughout their lives, and they raised me the same way.",Negative,"In-person and live,Virtual (live)",2,.5,10,15,0.25,0.16,2,0.75,2,0,7,2.5,Negative,Negative,Neutral,- It has made my desire to rehearse to decrease as I am not sure when I will ever get to perform this music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,Female
10/9/20 9:55,10/9/20 10:11,IP Address,174.245.114.79,100,954,True,"I am a bilingual who uses 2 languages every day, OR I am a multilingual who uses 3 or more languages every day.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Russia (9 years), US (12 years)",Russian,Russia,Russian,First: Lived in Russia and speak with family & Second: Live in US (question is unclear),First: Lived in Russia & Second: Live in US and go to school here (question is unclear),Went to Russia for study abroad for a semester (question is unclear),Have family in Russia but do not visit often,Has not affected it that much,Neutral,Negative,Neutral,Positive,,N/A,Spanish,6,Spanish/English,Russian,2,Russian/English,,,,,,,,,,,,,"Yes, Spanish 3?",Because I moved to America,,No,Russian (native),Birth?,3,2,6,7,English (native),9,7,7,7,7,Spanish (beginner),12,1,1,1,2,,,,,,,21,Female
10/9/20 11:30,10/9/20 11:47,IP Address,152.3.43.46,100,1021,True,I am a musician and a bilingual/multilingual. (cf. numbers 1 and 2 above),Instrumentalist,Violin,12 years,12,1,1,,"Classical,Folk,Jazz",,,Lessons once a week ,Talent submission,,,,,"Private lessons, music camps (UNC jazz camp, and a Vermont classical camp), Swannanoa Gathering for Celtic music and orchestra ",Yes,"NATS, Classical conventions, folk conventions, NC and VA music festivals",Going to music festivals and playing with others (jazz and folk),"Playing the main stage at Rooster walk (festival), Smart Music as a kid, Classical recital ",Yes,,,"My sisters, my instructors, orchestra, and other musicians at conventions or festivals. ",Yes,I grew up learning my instrument at the same time that my sisters were learning theirs. We alternated who got to practice each hour and we also grew up learning music with all the other kids at festivals ,Positive,Virtual (live),3,1,2,2,1,1,3,0,1,0,2,2,Neutral,Positive,Positive,Being a Duke student has impacted my ability to be a musician more than Covid has,Spain(4 years) and the states (14 years),"Spanish (dad), English (mom)","Gijón, Spain (dad) Chattanooga (mom)",Spanish and English,My father speaks to me in Spanish but my mom doesn’t speak it too well so we mostly speak English around her. ,"Not too much since were Spanish hispanics, not South American hispanic. ",I exclusively learn in English at Duke since i’m not currently in a language course. ,Spain and the states ,No,Neutral,Positive,Positive,Positive,Neutral,"I speak Spanish mainly with my family and I still see them, and we contact our relatives in Spain through skype regardless of Covid ","Spanish 3, 4 AP Spanish culture, AP spanish Lit",8,Spanish,,,,,,,,,,,,,,,,730 on Spanish SAT subject test ,"Wasn’t my choice, we moved to Madrid when I was 6",,No ,English,1-6,Daily,Daily,Daily,Daily,Spanish,6-10,Weekly,Weekly (texting),Weekly ,Weekly (calls and TV),,,,,,,,,,,,,18,Female 
10/11/20 21:27,10/11/20 21:34,IP Address,152.3.43.44,100,439,True,"I am a bilingual who uses 2 languages every day, OR I am a multilingual who uses 3 or more languages every day.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"US, 19 years
Birthplace: US",Chinese (Mandarin),China,"Chinese, English","First Language: English; parents, siblings
Second Language: Chinese (Mandarin); grandparents, parents, siblings","First Language: English; school, neighbors, community events, sports
Second Language: Chinese school","First Language: College
Second Language: None",US,No,,Neutral,Negative,,,None,N/A,N/A,N/A,,,,,,,,,,,,,,,,No,To communicate with my family,,No,Native,0,Everyday,Everyday,Everyday,Everyday,Native,0,3-4x/week,3-4x/week,1-2x/week,--,,,,,,,,,,,,,19,F
10/6/20 17:30,10/6/20 17:35,IP Address,152.3.43.43,56,278,False,I am a musician and a bilingual/multilingual. (cf. numbers 1 and 2 above),Student OR Currently receiving formal musical training,Piano,15 years,15,,0.14,1 hour,"Classical,Jazz",,,Competitions,Lessons,,,,,I played the flute for 3 years in middle school.,Yes,"Maryland State Music Teacher Awards, NAACP Act-So Competiton, I have also won ensemble competitions.",Being able to sightread music with my grandmother / figure out a popular song I’ve heard.,Winning my first piano competition,N/A,,,My grandmother,Yes,"My grandmother is a piano teacher thus I spent a lot of time practicing and listening to classical music as well as going to orchestra performances, jazz performances, and concert pianist performances.",Negative,"In-person and live,Virtual (live)",1,0,,,,,,,,,,,Neutral,Negative,Negative,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/20 21:17,10/10/20 21:17,IP Address,152.3.43.43,56,23,False,"I am a bilingual who uses 2 languages every day, OR I am a multilingual who uses 3 or more languages every day.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/20 11:57,11/1/20 12:12,IP Address,76.182.52.38,100,932,True,I am a musician and a bilingual/multilingual. (cf. numbers 1 and 2 above),Instrumentalist,violin,13 years,13,4 hours per week,0.75,,"Classical,Orchestral,Other",,,orchestra and chamber ensembles,music ministry,,,,,lessons,No,,performing/playing with others,orchestra performances with renowned soloists,orchestra performances with renowned soloists,,,"friends, other members in a given ensemble or orchestra",Yes,a deeper bonding over our shared passion of music,Neutral,In-person and live,1,1,10,0,0.5,0.15,7.5,1,1,0,3,0,,Negative,Neutral,"virtual lessons were quite a challenge given the nature of sound quality/technology available and the importance of ""hearing"" in a lesson space.",USA- entire life,English,"My dad was born in Vietnam and immigrated to the US when he was 12 and grew up in Durham, NC. My mom grew up in South Carolina.",English (some Vietnamese),speak English regularly with my family,"Primarily speak English in the community, occasionally spanish.",n/a,USA,minimized my opportunities to speak Vietnamese and Spanish,Negative,Negative,Negative,,Neutral,"Difficult to engage in my Spanish literature course during COVID given that it was primarily discussion-based pre-covid, but then my class became asynchronous which didn't allow us to have many discussions anymore.",Spanish,8,Spanish,,,,,,,,,,,,,,,,"AP Spanish Language and Culture - 4
AP Spanish Literature - 5",to be able to engage better with members of the spanish-speaking community (in the US and abroad).,,no,English - Native,1,7,7,7,7,Spanish - Advanced,6,5,5,5,5,,,,,,,,,,,,,18,Female
11/1/20 11:56,11/1/20 12:16,IP Address,152.3.43.44,100,1188,True,"I am a professional musician, I am a student majoring or minoring in music, I play a musical instrument or sing every day for at least 2 hours per day, OR I am a faculty member teaching music.",Student OR Currently receiving formal musical training,"violin, piano",piano- 13 years; violin- 9 years,13,,1.1,~ 9 hours per week (both instruments combined),"Classical,Orchestral",,,yes,yes,,,,,"Private violin and piano lessons, voice lessons, youth orchestra, summer music camps",Yes,"violin: 2nd place in local music festival (DMTA), All-State orchestra 2019, All-Region orchestra 2017-2019, second chair in youth orchestra (Duke String School youth symphony), Governor's School 2019",Playing with others,"Looking out into the audience right after an orchestra concert, spending weekends with friends at All-State and regional events, talking to my teacher after a bad recital performance, certain specific moments during music lessons and specific things my teachers have said in lessons",I have a vivid memory of having a memory slip once during a performance when I was 14,Yes,"Playing a piece of music that I've learned before usually brings me back to when I first learned it, and I usually feel like I'm in the same room as where I first learned it",other students,Yes,"My sister also plays music, and we have always competed to see who progresses faster. I like to play chamber music with my friends who play music",Negative,"In-person and live,Virtual (pre-recorded)",2,2,0,0,2,3,4,0,0,0,5,8,,Negative,Positive,"I am able to practice more, but I have had less opportunities to perform and to play with others.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,female
11/1/20 12:54,11/1/20 13:04,IP Address,152.3.43.46,100,642,True,"I am a bilingual who uses 2 languages every day, OR I am a multilingual who uses 3 or more languages every day.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Seoul, South Korea 9 years; London, UK 7 years; Sydney, Australia, 3 years; Florence, Italy, 6 months; Durham, NC, USA, 4 months (currently living)","English, Korean","London, Seoul","English, Korean, French, Italian","English and Korean - we normally have conversation with those languages
French - after learning French in high school, my dad (fluent) and I speak in French
Italian - since I lived in Florence, my parents used to make me not forget Italian, but I do not speak Italian anymore","Korean, English - exposed through peers, family, school
French - exposed through family and school (mostly school education)
Italian - exposed through peer and parents
","English - learned ever since I went to nursery
Korean - learned when I moved to elementary school in South Korea (English-Korean immersion school)
French - exposed through high school second language education 
Italian - exposed through nursery education
","Korea, Canada, UK, France, Italy, Germany, Australia ","I have never spoken French during quarantine, and it feels like my speaking skills decreased so much",Negative,Negative,Negative,Neutral,Negative,"Although synchronous learning is necessary, zoom is the worst platform that second language learners ever can use. It cuts off both sounds when there are more than one person speaking.",French,6,"English, Korean, French",French,1,"French, English",,,,,,,,,,,,,"TOEFL 117, IELTS 8.0",I lived in those countries and it feels guilty when I don't know how to speak but living in their country.,,no,native,0,6,7,6,6,native,0,7,7,7,7,advanced,15,4,4,3,3,beginner,6,1,0,0,1,19,female
11/1/20 12:51,11/1/20 13:16,IP Address,152.3.43.44,100,1479,True,I am a musician and a bilingual/multilingual. (cf. numbers 1 and 2 above),Instrumentalist,"Trombone, Guitar, Piano",14 years,14,2,,,"Jazz,Orchestral,Popular",,,"Metropolitan Youth Orchestra, All-State Jazz Band, All-County Jazz Band, All-County Wind Ensemble, High School Jazz Band, Private Lessons, School Pit Orchestra, School Wind Ensemble, Nassau_Suffolk Jazz Band, School Cabaret Band","Jazz Band, self practice",,,,,,Yes,"NYSSMA Music Festival (2010-2018), Music in the Parks (2013-2015)","Letting the music flow through me and express what I'm feeling, especially when improvising on a blues. Blasting as loud as I can during exciting moments in orchestral music.","Playing Scheherazade in Spain, Jamming to Chameleon during Cabaret night, Playing the trombone solo of ""An American in Paris"" in Jazz at Lincoln Center, Performing at Carnegie Hall","I often go see Broadway musicals with my mom, and I remember seeing Les Mis when I was 14; that was so powerful. I also remember being introduced to the Beatles at a young age and listening to a bunch of their albums.",,,"By myself, in a Jazz Ensemble",Yes,"My sister was an All-State level pianist, and I always aspired to reach her technical prowess. I've also made a lot of musical friends through the groups I was involved with and they always inspired me to practice and be better.",Negative,In-person and live,2,0,0,0,0.3,0.15,2,0,1,0,12,3,,Negative,Negative,"I'm not allowed to practice my trombone anywhere except for during the rehearsal space. Also, it's a trek to get to the rehearsal space","United States, 19 years","Mother: Chinese (Shanghainese Dialect), Father: English","Mother: Shanghai, Father: New York",My father exclusively English. My mother both Mandarin Chinese and English,"I grew up speaking only English until ~6 years old, then I learned basic Mandarin.",My community speaks English. I then took Mandarin in middle school and high school to better communicate with my family in China. I also learned Hebrew for my Bar-Mitzvah,"I've been to China 8 times, but people mainly speak to me in English there, until I learned Chinese in high school, then they spoke basic Mandarin combined with English.","United States, China",Not really. I am currently in a Chinese class here at Duke,Neutral,Negative,Negative,,Negative,"I am a Student, and would much prefer an in-person language class. Online Chinese is bs and unhelpful.",Mandarin Chinese,6,Mandarin Chinese,Mandarin Chinese,1,Mandarin Chinese,,,,,,,,,,,,,"AP Chinese Language and Culture - 5
AP English Language and Composition - 5
AP English Literature and Composition - 2",To better communicate with my family in China,,I wear glasses,Native,2,All the time,All the time,All the time,All the time,Advanced,6,5 days a week,5 days a week,3 days a week,5 days a week,Beginner,10,Almost never,Almost never,Almost never,Almost never,,,,,,,19,Male
